"","ncessch","qid","school_level","icf_enrolled","nces_enrolled","num_students_w2","num_students_w3","inner_flag","flag"
"1054","050004301236","MDR_02043632","ES",275,324,NA,NA,0,NA
"1055","250588000838","MDR_02044739","MS",619,619,NA,NA,0,NA
"1056","271422002241","MDR_02044911","ES",627,627,503,533,0,1
"1057","470014402133","MDR_02053663","HS",516,516,NA,NA,0,NA
"1058","500957000470","MDR_02055051","MS",253,263,NA,NA,0,NA
"1059","210299000760","MDR_02055843","MS",917,921,NA,NA,0,NA
"1060","422124007009","MDR_02070099","ES",1187,851,NA,NA,1,NA
"1061","040286000219","MDR_02094899","ES",176,162,133,140,0,0
"1062","590018700086","MDR_02102719","MS",164,163,NA,NA,0,NA
"1063","590003100047","MDR_02102757","HS",298,503,NA,NA,1,NA
"1064","590011700174","MDR_02103232","ES",144,138,NA,NA,0,NA
"1065","590016800150","MDR_02103294","MS",190,124,NA,NA,0,NA
"1066","590018200064","MDR_02104016","MS",200,144,NA,NA,0,NA
"1067","063384005218","MDR_02106777","ES",554,554,NA,NA,0,NA
"1068","063093007330","MDR_02106909","ES",445,445,NA,NA,0,NA
"1069","130255001907","MDR_02106911","MS",1790,1790,NA,NA,0,NA
"1070","170993000651","MDR_02107604","MS",342,328,NA,NA,0,NA
"1071","370045002063","MDR_02107757","ES",740,747,NA,NA,0,NA
"1072","462010000605","MDR_02109212","ES",228,228,NA,NA,0,NA
"1073","320006000290","MDR_02109377","ES",627,627,NA,NA,0,NA
"1074","481500005431","MDR_02110390","ES",591,607,NA,NA,0,NA
"1075","210532001434","MDR_02125644","ES",508,444,NA,NA,0,NA
"1076","120153002241","MDR_02126260","ES",691,691,NA,NA,0,NA
"1077","210495001464","MDR_02126686","ES",710,671,NA,NA,0,NA
"1078","483808005805","MDR_02126911","HS",2756,2806,NA,NA,0,NA
"1079","090102001166","MDR_02128220","ES",391,390,NA,NA,0,NA
"1080","080540000927","MDR_02129456","HS",696,696,NA,NA,0,NA
"1081","590010400087","MDR_02136758","HS",350,277,NA,NA,0,NA
"1082","490105000698","MDR_02175948","ES",98,3370,NA,NA,1,NA
"1083","010033001479","MDR_02176459","ES",253,253,NA,NA,0,NA
"1084","484365005822","MDR_02176576","ES",719,741,NA,NA,0,NA
"1085","201200001605","MDR_02177570","ES",365,365,348,352,0,0
"1086","040406001160","MDR_02177776","ES",576,571,NA,NA,0,NA
"1087","402916001533","MDR_02178627","ES",438,438,NA,NA,0,NA
"1088","482520002815","MDR_02178770","ES",458,NA,NA,NA,NA,NA
"1089","360010203146","MDR_02180539","MS",1571,1571,NA,NA,0,NA
"1090","069102711052","MDR_02198574","HS",136,106,NA,NA,0,NA
"1091","467209000814","MDR_02200488","MS",429,428,360,393,0,0
"1092","560451000445","MDR_02201925","ES",339,339,NA,NA,0,NA
"1093","120171002410","MDR_02202711","ES",644,644,NA,NA,0,NA
"1094","481830005984","MDR_02205402","ES",442,449,NA,NA,0,NA
"1095","020051000514","MDR_02225713","ES",465,465,NA,NA,0,NA
"1096","020000100441","MDR_02225830","HS",218,218,219,198,0,0
"1097","120087002505","MDR_02226884","HS",2231,2233,NA,NA,0,NA
"1098","484653006195","MDR_02845650","ES",428,542,NA,NA,1,NA
"1099","220102001709","MDR_02846692","ES",430,425,NA,NA,0,NA
"1100","490114000841","MDR_02848327","ES",646,646,NA,NA,0,NA
"1101","120123002474","MDR_02848561","ES",620,620,550,650,0,0
"1102","210425001538","MDR_02857201","MS",1041,1065,1042,1047,0,0
"1103","010195001720","MDR_02887438","HS",605,605,NA,NA,0,NA
"1104","010066001657","MDR_02888717","ES",731,731,715,715,0,0
"1105","210051001519","MDR_02892160","ES",226,231,220,223,0,0
"1106","481323006232","MDR_02893114","ES",404,387,320,330,0,0
"1107","120192002417","MDR_02893334","MS",1321,1321,NA,NA,0,NA
"1108","411082001342","MDR_02894209","ES",380,380,340,370,0,0
"1109","490012000846","MDR_02896491","MS",795,793,NA,NA,0,NA
"1110","201014001655","MDR_02897524","MS",673,673,601,640,0,0
"1111","040000101204","MDR_02907129","HS",1883,1930,NA,NA,0,NA
"1112","120087002513","MDR_02907272","ES",427,422,402,450,0,0
"1113","390470204326","MDR_03003233","ES",682,682,NA,NA,0,NA
"1114","060744009119","MDR_03008544","ES",688,688,NA,NA,0,NA
"1115","490021000869","MDR_03009067","ES",711,746,NA,NA,0,NA
"1116","550894002361","MDR_03009524","ES",533,639,582,604,1,0
"1117","483510006465","MDR_03014672","ES",481,470,NA,NA,0,NA
"1118","120108002614","MDR_03051058","ES",1004,1004,NA,NA,0,NA
"1119","061926009380","MDR_03054907","ES",806,806,NA,NA,0,NA
"1120","220129001943","MDR_03055913","HS",671,671,NA,NA,0,NA
"1121","040880001509","MDR_03056321","HS",60,46,NA,NA,0,NA
"1122","230006501020","MDR_03235905","ES",67,67,53,55,0,0
"1123","231479500502","MDR_03241497","MS",272,395,354,354,1,0
"1124","530066002573","MDR_03241851","HS",120,120,NA,NA,0,NA
"1125","340543002546","MDR_03245455","ES",597,610,NA,NA,0,NA
"1126","360969004717","MDR_03247001","ES",315,315,285,320,0,0
"1127","080480000765","MDR_03247582","HS",563,318,NA,NA,1,NA
"1128","210240001610","MDR_03248287","MS",333,322,NA,NA,0,NA
"1129","060133209623","MDR_03250125","ES",383,383,363,369,0,0
"1130","421899006548","MDR_03251521","HS",273,277,NA,NA,0,NA
"1131","260110307415","MDR_03251636","HS",140,67,NA,NA,0,NA
"1132","510264002208","MDR_03253971","MS",1182,1182,NA,NA,0,NA
"1133","010129000102","MDR_03254171","MS",1059,1059,NA,NA,0,NA
"1134","040588001498","MDR_03266899","ES",440,463,NA,NA,0,NA
"1135","062361009916","MDR_03319795","ES",813,813,NA,NA,0,NA
"1136","220156001989","MDR_03325768","MS",275,275,NA,NA,0,NA
"1137","530282002301","MDR_03329312","ES",427,427,NA,NA,0,NA
"1138","130288002132","MDR_03329415","ES",537,537,NA,NA,0,NA
"1139","120048002740","MDR_03329453","ES",921,921,NA,NA,0,NA
"1140","530825002366","MDR_03331638","ES",540,538,NA,NA,0,NA
"1141","062223009896","MDR_03333583","ES",593,593,NA,NA,0,NA
"1142","130129002109","MDR_03333882","ES",480,480,NA,NA,0,NA
"1143","590012300054","MDR_03342845","ES",520,537,NA,NA,0,NA
"1144","340264006084","MDR_03380902","ES",285,122,NA,NA,1,NA
"1145","420330000917","MDR_03393492","HS",386,388,400,400,0,0
"1146","370472002318","MDR_03395139","ES",736,729,NA,NA,0,NA
"1147","160210000717","MDR_03399276","ES",539,537,525,500,0,0
"1148","062271010243","MDR_03402823","ES",1087,869,NA,NA,1,NA
"1149","120039002805","MDR_03412024","ES",884,884,NA,NA,0,NA
"1150","060627000291","MDR_04009216","ES",472,472,NA,NA,0,NA
"1151","482364001389","MDR_04016099","ES",1024,1075,NA,NA,0,NA
"1152","292886001811","MDR_04017005","MS",861,799,927,923,0,0
"1153","340939003930","MDR_04019962","ES",540,523,NA,NA,0,NA
"1154","180378000177","MDR_04028535","MS",295,295,NA,NA,0,NA
"1155","480957002476","MDR_04030734","ES",NA,824,NA,NA,NA,NA
"1156","130441000575","MDR_04030887","ES",752,752,590,601,0,1
"1157","483510003542","MDR_04032988","ES",367,338,NA,NA,0,NA
"1158","350237000887","MDR_04035083","ES",488,488,NA,NA,0,NA
"1159","130129000244","MDR_04035124","MS",1068,1068,NA,NA,0,NA
"1160","080249000465","MDR_04035435","HS",326,326,NA,NA,0,NA
"1161","480870005335","MDR_04035772","MS",800,730,NA,NA,0,NA
"1162","050900000176","MDR_04035942","ES",272,368,NA,NA,0,NA
"1163","170993000441","MDR_04149244","MS",477,470,NA,NA,0,NA
"1164","063348003149","MDR_04250439","ES",666,666,NA,NA,0,NA
"1165","060797003035","MDR_04282846","ES",719,719,NA,NA,0,NA
"1166","550465002360","MDR_04285018","MS",59,59,NA,NA,0,NA
"1167","240039000468","MDR_04285850","ES",738,697,NA,NA,0,NA
"1168","481970005799","MDR_04285898","ES",505,496,NA,NA,0,NA
"1169","482778013956","MDR_04286103","ES",645,479,NA,NA,1,NA
"1170","262856000293","MDR_04286414","ES",547,547,550,550,0,0
"1171","220129010374","MDR_04287626","ES",481,480,388,376,0,0
"1172","062580007213","MDR_04324078","HS",200,165,NA,NA,0,NA
"1173","040005200752","MDR_04361985","MS",380,385,NA,NA,0,NA
"1174","120018002979","MDR_04364561","ES",879,855,NA,NA,0,NA
"1175","230625023138","MDR_04366234","ES",172,192,NA,NA,0,NA
"1176","350189000749","MDR_04368622","ES",311,311,NA,NA,0,NA
"1177","510225001143","MDR_04368880","ES",572,572,NA,NA,0,NA
"1178","220021700414","MDR_04370314","MS",916,914,NA,NA,0,NA
"1179","060231305058","MDR_04375560","HS",1845,1845,NA,NA,0,NA
"1180","160234000375","MDR_04435768","ES",475,479,460,461,0,0
"1181","040008301018","MDR_04436566","HS",88,76,NA,NA,0,NA
"1182","370078001820","MDR_04448583","MS",253,255,NA,NA,0,NA
"1183","551023001338","MDR_04449850","MS",700,212,NA,NA,1,NA
"1184","550951000754","MDR_04450603","MS",1064,1064,NA,NA,0,NA
"1185","483808007494","MDR_04452340","MS",1217,1239,NA,NA,0,NA
"1186","481551007052","MDR_04454312","ES",553,630,555,584,0,0
"1187","272520002651","MDR_04456592","HS",2319,2319,NA,NA,0,NA
"1188","551533001153","MDR_04467450","ES",424,424,415,413,0,0
"1189","260007800528","MDR_04467943","ES",216,216,NA,NA,0,NA
"1190","481785007518","MDR_04748632","MS",1230,1286,NA,NA,0,NA
"1191","251077001047","MDR_04749272","ES",726,726,508,513,0,1
"1192","361401003211","MDR_04750398","ES",586,586,NA,NA,0,NA
"1193","483429013196","MDR_04751081","HS",90,44,NA,NA,0,NA
"1194","160000200603","MDR_04751665","ES",432,429,384,386,0,0
"1195","062865007195","MDR_04752293","ES",847,847,NA,NA,0,NA
"1196","360015203107","MDR_04753687","MS",925,927,NA,NA,0,NA
"1197","120087003179","MDR_04754978","HS",1722,1725,1700,1700,0,0
"1198","020018010162","MDR_04755336","MS",686,714,NA,NA,0,NA
"1199","120018003157","MDR_04756873","ES",1252,1252,NA,NA,0,NA
"1200","040015701728","MDR_04758833","ES",1200,1090,NA,NA,1,NA
"1201","061887007778","MDR_04803359","ES",493,493,NA,NA,0,NA
"1202","320006000475","MDR_04804858","MS",1567,1567,NA,NA,0,NA
"1203","410204001391","MDR_04806466","ES",767,767,NA,NA,0,NA
"1204","362475006076","MDR_04806636","ES",552,552,NA,NA,0,NA
"1205","062949007436","MDR_04807238","HS",40,47,NA,NA,0,NA
"1206","240015000967","MDR_04807707","MS",771,789,750,764,0,0
"1207","100124000062","MDR_04808115","ES",853,845,NA,NA,0,NA
"1208","280216000963","MDR_04810209","MS",1091,1091,NA,NA,0,NA
"1209","020060000324","MDR_04810780","MS",308,308,NA,NA,0,NA
"1210","130240002266","MDR_04811186","MS",674,674,NA,NA,0,NA
"1211","040035701732","MDR_04813287","HS",185,159,NA,NA,0,NA
"1212","040015001793","MDR_04813378","ES",177,176,165,170,0,0
"1213","100000700070","MDR_04814839","ES",408,420,NA,NA,0,NA
"1214","260018401062","MDR_04839085","ES",161,153,NA,NA,0,NA
"1215","251197001235","MDR_04841624","ES",419,419,NA,NA,0,NA
"1216","403111002278","MDR_04865888","HS",299,299,NA,NA,0,NA
"1217","317482000666","MDR_04865979","ES",340,340,NA,NA,0,NA
"1218","261836005503","MDR_04866442","MS",244,244,NA,NA,0,NA
"1219","063204014118","MDR_04870704","ES",214,214,NA,NA,0,NA
"1220","063204014118","MDR_04870704","MS",214,214,NA,NA,0,NA
"1221","410192001432","MDR_04872049","HS",1437,1437,NA,NA,0,NA
"1222","370048002431","MDR_04872893","ES",429,465,459,459,0,0
"1223","060166911902","MDR_04874671","ES",306,306,301,296,0,0
"1224","170993003564","MDR_04875704","ES",470,430,NA,NA,0,NA
"1225","240048001128","MDR_04876019","MS",1125,1153,NA,NA,0,NA
"1226","390004302979","MDR_04880668","MS",207,207,NA,NA,0,NA
"1227","370008502458","MDR_04881064","MS",200,199,NA,NA,0,NA
"1228","400306000058","MDR_04882446","ES",497,497,NA,NA,0,NA
"1229","240009000884","MDR_04884884","ES",166,185,NA,NA,0,NA
"1230","173451005448","MDR_04885723","MS",930,968,NA,NA,0,NA
"1231","060239007219","MDR_04886026","HS",1475,1475,NA,NA,0,NA
"1232","480015812532","MDR_04890871","ES",532,527,NA,NA,0,NA
"1233","370008402454","MDR_04895510","MS",760,758,NA,NA,0,NA
"1234","040019101909","MDR_04898067","ES",550,571,NA,NA,0,NA
"1235","291338003035","MDR_04912194","MS",112,112,338,333,0,1
"1236","340969000393","MDR_04912388","ES",169,176,NA,NA,0,NA
"1237","051440001172","MDR_04912716","HS",284,284,NA,NA,0,NA
"1238","550732002457","MDR_04913851","MS",221,221,NA,NA,0,NA
"1239","061176010446","MDR_04913887","ES",469,469,NA,NA,0,NA
"1240","050978000717","MDR_04914180","HS",173,173,NA,NA,0,NA
"1241","160327000558","MDR_04914922","HS",146,596,NA,NA,1,NA
"1242","350001000805","MDR_04917259","HS",172,187,NA,NA,0,NA
"1243","540099000824","MDR_04917716","HS",74,77,162,158,0,0
"1244","120060000853","MDR_04917936","MS",158,158,NA,NA,0,NA
"1245","130570002450","MDR_04918435","ES",559,559,535,530,0,0
"1246","210372001901","MDR_04918849","ES",596,658,NA,NA,0,NA
"1247","010231000869","MDR_04918942","MS",226,226,NA,NA,0,NA
"1248","180477001446","MDR_04919300","HS",883,883,754,725,0,1
"1249","370488002563","MDR_04921468","ES",669,681,534,593,0,1
"1250","250309002652","MDR_04922333","HS",103,103,NA,NA,0,NA
"1251","530834002594","MDR_04923234","HS",154,158,NA,NA,0,NA
"1252","272124004884","MDR_04924355","HS",465,238,NA,NA,1,NA
"1253","061962006745","MDR_04926030","MS",343,343,336,334,0,0
"1254","290057602831","MDR_04934659","MS",998,998,NA,NA,0,NA
"1255","410342001729","MDR_04939295","MS",252,1186,NA,NA,1,NA
"1256","370072002600","MDR_04942242","MS",810,807,NA,NA,0,NA
"1257","120018003685","MDR_04946937","ES",922,922,NA,NA,0,NA
"1258","120018003687","MDR_04946951","ES",685,685,NA,NA,0,NA
"1259","060744008752","MDR_04947216","ES",312,312,263,269,0,0
"1260","510313002418","MDR_04947412","ES",651,651,657,651,0,0
"1261","340282000451","MDR_04947565","ES",480,485,NA,NA,0,NA
"1262","480870009032","MDR_04949329","ES",554,476,NA,NA,0,NA
"1263","480771011250","MDR_04949824","HS",384,0,NA,NA,1,NA
"1264","360009205497","MDR_04952510","MS",639,639,702,680,0,0
"1265","080441006504","MDR_04994439","ES",434,434,485,424,0,0
"1266","291203002779","MDR_05000914","ES",745,744,735,753,0,0
"1267","251005001659","MDR_05009269","HS",65,65,80,80,0,0
"1268","480019008590","MDR_05010880","ES",462,472,NA,NA,0,NA
"1269","420009100597","MDR_05025691","MS",1235,1270,NA,NA,0,NA
"1270","063018010584","MDR_05026891","ES",482,482,NA,NA,0,NA
"1271","130147003327","MDR_05027168","ES",719,719,NA,NA,0,NA
"1272","040096002255","MDR_05035232","ES",693,671,NA,NA,0,NA
"1273","482647009414","MDR_05070218","ES",560,723,NA,NA,1,NA
"1274","370078002626","MDR_05091444","HS",169,164,NA,NA,0,NA
"1275","390454704575","MDR_05092955","ES",438,439,NA,NA,0,NA
"1276","483808009431","MDR_05096030","ES",774,766,NA,NA,0,NA
"1277","470117001752","MDR_05096676","MS",402,415,NA,NA,0,NA
"1278","510225002283","MDR_05097565","ES",574,574,NA,NA,0,NA
"1279","390437504219","MDR_05100526","HS",1038,1041,NA,NA,0,NA
"1280","530771002933","MDR_05100796","ES",596,596,NA,NA,0,NA
"1281","120048003843","MDR_05101829","ES",455,454,NA,NA,0,NA
"1282","481830009230","MDR_05101831","ES",429,435,NA,NA,0,NA
"1283","060153808721","MDR_05102005","ES",487,487,481,439,0,0
"1284","530513002675","MDR_05103334","MS",775,754,NA,NA,0,NA
"1285","063084010555","MDR_05118559","MS",269,269,NA,NA,0,NA
"1286","360585005600","MDR_05167342","ES",544,543,NA,NA,0,NA
"1287","250007101747","MDR_05194888","HS",540,1969,NA,NA,1,NA
"1288","420001200311","MDR_05229524","ES",93,79,NA,NA,0,NA
"1289","180006102387","MDR_05243099","ES",363,363,NA,NA,0,NA
"1290","390455004577","MDR_05262203","ES",632,631,NA,NA,0,NA
"1291","060318011283","MDR_05269990","HS",167,167,NA,NA,0,NA
"1292","130294002924","MDR_05272088","ES",574,574,545,546,0,0
"1293","040775003099","MDR_05272349","ES",801,778,NA,NA,0,NA
"1294","390461104584","MDR_05272674","MS",716,717,NA,NA,0,NA
"1295","360009605506","MDR_05274799","ES",760,760,643,604,0,1
"1296","510189002410","MDR_05275913","ES",780,780,NA,NA,0,NA
"1297","470014802045","MDR_05276228","MS",605,581,503,509,0,0
"1298","530351003148","MDR_05277193","MS",200,190,191,189,0,0
"1299","060176611314","MDR_05278721","ES",539,539,NA,NA,0,NA
"1300","530288003161","MDR_05280190","MS",610,611,600,600,0,0
"1301","340918000703","MDR_05282552","ES",400,NA,400,400,NA,0
"1302","480026410422","MDR_05282588","MS",502,499,NA,NA,0,NA
"1303","350111000881","MDR_05303699","MS",160,160,NA,NA,0,NA
"1304","080192001842","MDR_05337054","ES",462,462,NA,NA,0,NA
"1305","483836009506","MDR_05341859","ES",336,311,NA,NA,0,NA
"1306","420531000785","MDR_05345269","HS",1730,1724,NA,NA,0,NA
"1307","080615001854","MDR_05345374","ES",485,485,NA,NA,0,NA
"1308","250726001788","MDR_05345922","ES",780,780,669,546,0,1
"1309","064030010957","MDR_05346445","ES",433,433,NA,NA,0,NA
"1310","360010505602","MDR_05346495","HS",391,770,1144,1164,1,1
"1311","340008000566","MDR_05347061","HS",879,868,NA,NA,0,NA
"1312","320006000570","MDR_05348091","MS",1242,1242,NA,NA,0,NA
"1313","171371005612","MDR_05348376","MS",968,962,NA,NA,0,NA
"1314","360012205727","MDR_05349485","HS",441,441,NA,NA,0,NA
"1315","483591021352","MDR_05349801","ES",432,443,NA,NA,0,NA
"1316","260627004247","MDR_05350082","HS",645,645,NA,NA,0,NA
"1317","550960003371","MDR_05350874","ES",511,539,NA,NA,0,NA
"1318","360011305688","MDR_05352494","ES",810,782,NA,NA,0,NA
"1319","040444002435","MDR_05356244","ES",NA,885,764,888,NA,0
"1320","330003100606","MDR_05364588","ES",297,297,NA,NA,0,NA
"1321","551119003364","MDR_05368118","MS",60,60,410,410,0,1
"1322","180006502415","MDR_05378357","ES",244,244,286,255,0,0
"1323","060226611641","MDR_05380776","HS",990,990,NA,NA,0,NA
"1324","160060000838","MDR_10000470","MS",1296,1295,NA,NA,0,NA
"1325","063501011786","MDR_10001137","ES",214,214,NA,NA,0,NA
"1326","240039000480","MDR_10002131","HS",69,74,NA,NA,0,NA
"1327","482526011021","MDR_10003276","ES",435,450,NA,NA,0,NA
"1328","410372001682","MDR_10003654","HS",70,42,NA,NA,0,NA
"1329","120108003952","MDR_10003874","HS",1886,1886,NA,NA,0,NA
"1330","370001202789","MDR_10004660","ES",645,660,605,620,0,0
"1331","120054005533","MDR_10004763","HS",1725,1725,NA,NA,0,NA
"1332","040187002251","MDR_10006709","MS",1289,1317,NA,NA,0,NA
"1333","482703011113","MDR_10006890","ES",763,972,NA,NA,1,NA
"1334","120147005656","MDR_10007636","ES",954,954,NA,NA,0,NA
"1335","060183011124","MDR_10007715","ES",592,553,NA,NA,0,NA
"1336","483510010508","MDR_10008331","ES",549,552,NA,NA,0,NA
"1337","360013405756","MDR_10009402","MS",392,392,NA,NA,0,NA
"1338","120123003610","MDR_10009440","HS",417,371,NA,NA,0,NA
"1339","550960002603","MDR_10010633","HS",188,188,NA,NA,0,NA
"1340","190948000976","MDR_10011039","MS",1162,1162,NA,NA,0,NA
"1341","551464002624","MDR_10012409","ES",450,450,NA,NA,0,NA
"1342","180005202155","MDR_10014275","MS",538,1375,NA,NA,1,NA
"1343","560267000366","MDR_10014952","MS",33,33,NA,NA,0,NA
"1344","470300002069","MDR_10015205","MS",313,321,305,300,0,0
"1345","180004802163","MDR_10015827","ES",408,408,NA,NA,0,NA
"1346","060285011573","MDR_10016663","HS",150,150,NA,NA,0,NA
"1347","481674010608","MDR_10021876","MS",985,987,NA,NA,0,NA
"1348","482442010599","MDR_10023240","ES",646,578,NA,NA,0,NA
"1349","060189611766","MDR_10025298","MS",600,600,NA,NA,0,NA
"1350","360016705891","MDR_10026254","HS",780,779,NA,NA,0,NA
"1351","160210000714","MDR_10026474","HS",177,177,185,171,0,0
"1352","360008305909","MDR_10026759","MS",901,901,998,957,0,0
"1353","530870003064","MDR_10027519","ES",536,536,NA,NA,0,NA
"1354","271104002237","MDR_10027703","MS",100,507,145,115,1,1
"1355","510313002584","MDR_10027856","MS",1263,1263,965,910,0,1
"1356","360585005857","MDR_10028290","HS",697,598,NA,NA,0,NA
"1357","171125001350","MDR_10030205","ES",331,273,NA,NA,0,NA
"1358","481305011190","MDR_10030815","HS",337,349,NA,NA,0,NA
"1359","490004001130","MDR_10031821","ES",621,621,NA,NA,0,NA
"1360","063864011768","MDR_10750479","HS",2406,2406,2331,2300,0,0
"1361","040029002177","MDR_10756746","HS",761,767,NA,NA,0,NA
"1362","273243004233","MDR_10805098","HS",83,81,80,80,0,0
"1363","040075702820","MDR_10900909","HS",556,554,NA,NA,0,NA
"1364","120111008482","MDR_10904046","MS",458,458,NA,NA,0,NA
"1365","240048001643","MDR_10908602","ES",732,748,NA,NA,0,NA
"1366","120174007334","MDR_10908810","MS",1365,1365,1364,1370,0,0
"1367","120105007372","MDR_10909101","ES",1170,1170,NA,NA,0,NA
"1368","040463002784","MDR_10909149","ES",504,457,NA,NA,0,NA
"1369","040340002840","MDR_10910021","HS",600,678,NA,NA,0,NA
"1370","251323002121","MDR_10910863","MS",581,581,NA,NA,0,NA
"1371","483294011132","MDR_10911051","MS",1274,1365,NA,NA,0,NA
"1372","390437800544","MDR_10911128","MS",198,201,NA,NA,0,NA
"1373","550732002653","MDR_10913047","ES",552,611,NA,NA,0,NA
"1374","210299002197","MDR_10914534","ES",773,822,NA,NA,0,NA
"1375","370014402925","MDR_10981018","HS",954,947,888,850,0,0
"1376","130249003570","MDR_11000605","ES",785,841,NA,NA,0,NA
"1377","390063805183","MDR_11006829","HS",123,123,NA,NA,0,NA
"1378","390056205054","MDR_11007287","HS",157,162,151,186,0,0
"1379","480028811555","MDR_11014876","ES",800,953,877,1045,1,0
"1380","480006211404","MDR_11015480","ES",174,124,NA,NA,0,NA
"1381","040044402321","MDR_11018808","ES",300,319,NA,NA,0,NA
"1382","210558002167","MDR_11073080","ES",460,428,413,415,0,0
"1383","130042003726","MDR_11074797","HS",1171,1171,1065,1090,0,0
"1384","481830012055","MDR_11076848","HS",416,403,NA,NA,0,NA
"1385","120018007881","MDR_11076953","MS",842,842,868,866,0,0
"1386","130393003770","MDR_11077294","ES",860,860,NA,NA,0,NA
"1387","060852011852","MDR_11102071","ES",514,514,NA,NA,0,NA
"1388","470438002154","MDR_11102409","MS",824,775,745,753,0,0
"1389","360095606025","MDR_11103544","ES",599,599,NA,NA,0,NA
"1390","062825012011","MDR_11103958","ES",563,563,496,495,0,0
"1391","482838011892","MDR_11127760","ES",365,441,NA,NA,0,NA
"1392","484296011799","MDR_11127784","ES",778,782,NA,NA,0,NA
"1393","483873010427","MDR_11128049","ES",560,551,NA,NA,0,NA
"1394","120039007487","MDR_11128324","ES",483,483,NA,NA,0,NA
"1395","063432012376","MDR_11128386","MS",415,415,NA,NA,0,NA
"1396","020021000737","MDR_11129055","HS",670,662,651,630,0,0
"1397","490063001160","MDR_11129598","HS",1374,1370,NA,NA,0,NA
"1398","510084002767","MDR_11130937","MS",1234,1231,1273,1276,0,0
"1399","421899006904","MDR_11131955","HS",621,647,NA,NA,0,NA
"1400","200336001913","MDR_11134880","ES",454,454,451,453,0,0
"1401","040187002951","MDR_11136656","ES",1035,958,810,820,0,1
"1402","090192001535","MDR_11150406","MS",583,583,335,232,0,1
"1403","450390101688","MDR_11151527","HS",477,477,512,504,0,0
"1404","401368000649","MDR_11438791","ES",44,44,NA,NA,0,NA
"1405","173846006074","MDR_11444817","ES",484,481,NA,NA,0,NA
"1406","130174003915","MDR_11445548","HS",1221,1221,1135,1123,0,0
"1407","360008606121","MDR_11447625","ES",428,428,NA,NA,0,NA
"1408","370180003142","MDR_11449312","HS",208,228,235,229,0,0
"1409","173681006065","MDR_11449324","ES",416,380,NA,NA,0,NA
"1410","220009002279","MDR_11450268","ES",800,779,436,438,0,1
"1411","470018002222","MDR_11450490","ES",533,574,NA,NA,0,NA
"1412","200001400453","MDR_11450579","MS",139,271,NA,NA,1,NA
"1413","063432012303","MDR_11451169","HS",121,121,110,112,0,0
"1414","130123003896","MDR_11451808","MS",686,686,650,650,0,0
"1415","020060000742","MDR_11453002","MS",200,200,199,199,0,0
"1416","360098606161","MDR_11453557","ES",575,759,NA,NA,1,NA
"1417","062271012524","MDR_11454733","MS",994,994,NA,NA,0,NA
"1418","060162712261","MDR_11455086","MS",385,385,480,477,0,0
"1419","361494006579","MDR_11455725","MS",399,399,NA,NA,0,NA
"1420","063003012186","MDR_11457072","MS",783,783,NA,NA,0,NA
"1421","060151112515","MDR_11466683","ES",188,188,NA,NA,0,NA
"1422","340264003065","MDR_11467900","MS",500,485,NA,NA,0,NA
"1423","483697012186","MDR_11540057","MS",274,322,NA,NA,0,NA
"1424","480027412284","MDR_11548449","MS",533,531,NA,NA,0,NA
"1425","370031803187","MDR_11550363","ES",526,518,NA,NA,0,NA
"1426","483486011569","MDR_11552878","MS",446,639,NA,NA,1,NA
"1427","120147007895","MDR_11554852","ES",918,918,NA,NA,0,NA
"1428","060247312390","MDR_11557658","HS",725,808,808,788,0,0
"1429","120144007869","MDR_11557763","HS",233,150,NA,NA,0,NA
"1430","120144007822","MDR_11557799","HS",449,493,NA,NA,0,NA
"1431","482301002341","MDR_11558016","ES",403,387,NA,NA,0,NA
"1432","170993006102","MDR_11559462","ES",331,278,NA,NA,0,NA
"1433","360103506226","MDR_11560813","ES",990,989,NA,NA,0,NA
"1434","130099004016","MDR_11564065","MS",581,581,542,584,0,0
"1435","260014201700","MDR_11568463","ES",170,426,NA,NA,1,NA
"1436","360102206239","MDR_11569089","HS",380,380,NA,NA,0,NA
"1437","411122001803","MDR_11635652","HS",125,125,132,120,0,0
"1438","370002502096","MDR_11648738","ES",570,569,NA,NA,0,NA
"1439","060211012640","MDR_11685877","HS",190,190,NA,NA,0,NA
"1440","317422002327","MDR_11685889","ES",115,115,NA,NA,0,NA
"1441","390437800468","MDR_11702310","HS",342,344,537,487,0,1
"1442","060212312449","MDR_11705219","ES",439,439,436,432,0,0
"1443","130012004059","MDR_11707920","HS",774,774,NA,NA,0,NA
"1444","080336006520","MDR_11709239","MS",425,425,NA,NA,0,NA
"1445","180606001070","MDR_11709605","MS",229,229,NA,NA,0,NA
"1446","173123006112","MDR_11712195","HS",574,528,NA,NA,0,NA
"1447","160016101021","MDR_11712353","MS",481,480,500,500,0,0
"1448","481623012472","MDR_11713307","ES",695,719,659,700,0,0
"1449","317284001145","MDR_11713773","MS",451,451,NA,NA,0,NA
"1450","060233112651","MDR_11714038","ES",746,746,746,744,0,0
"1451","360009806278","MDR_11714894","HS",1222,1222,NA,NA,0,NA
"1452","060206512962","MDR_11715290","MS",274,274,NA,NA,0,NA
"1453","090483001602","MDR_11716452","ES",478,478,NA,NA,0,NA
"1454","341269003170","MDR_11717274","HS",667,651,NA,NA,0,NA
"1455","060199912818","MDR_11717315","MS",109,97,87,86,0,0
"1456","482364012621","MDR_11717511","MS",477,530,NA,NA,0,NA
