"","ncessch","qid","school_level","icf_enrolled","nces_enrolled","num_students_w2","num_students_w3","inner_flag","flag"
"1457","550960002860","MDR_11718149","MS",451,496,NA,NA,0,NA
"1458","482613010825","MDR_11719260","HS",98,377,NA,NA,1,NA
"1459","390458302354","MDR_11719351","HS",258,259,NA,NA,0,NA
"1460","550006702898","MDR_11720154","ES",202,222,NA,NA,0,NA
"1461","360099206119","MDR_11722633","ES",600,684,NA,NA,0,NA
"1462","260099308233","MDR_11733175","HS",420,420,NA,NA,0,NA
"1463","490000501404","MDR_11735317","MS",700,1630,1575,1550,1,1
"1464","261635001469","MDR_11735642","ES",125,182,NA,NA,0,NA
"1465","260024308799","MDR_11746407","MS",655,655,NA,NA,0,NA
"1466","240051001554","MDR_11819119","MS",477,476,445,450,0,0
"1467","450000201597","MDR_11819901","MS",233,228,228,214,0,0
"1468","062271002969","MDR_11823081","ES",196,815,2200,2200,1,1
"1469","390437805603","MDR_11823782","HS",318,321,NA,NA,0,NA
"1470","360103906260","MDR_11824657","ES",490,845,NA,NA,1,NA
"1471","270026203578","MDR_11830096","ES",580,584,602,596,0,0
"1472","063351013038","MDR_11830577","ES",391,391,NA,NA,0,NA
"1473","220026502334","MDR_11830826","HS",807,807,774,765,0,0
"1474","220003902347","MDR_11832692","ES",795,804,825,820,0,0
"1475","410000901734","MDR_11832771","ES",210,207,200,198,0,0
"1476","250666002758","MDR_11834157","MS",474,474,NA,NA,0,NA
"1477","450390101613","MDR_11916949","ES",400,519,516,507,1,0
"1478","480142712768","MDR_11917888","ES",313,324,NA,NA,0,NA
"1479","040096003387","MDR_11918739","MS",422,418,NA,NA,0,NA
"1480","490114001451","MDR_11919501","ES",613,641,588,577,0,0
"1481","060233411178","MDR_11920483","MS",120,1459,NA,NA,1,NA
"1482","090000700747","MDR_11923875","MS",160,705,131,106,1,1
"1483","360012305890","MDR_11924116","MS",279,279,NA,NA,0,NA
"1484","170864000505","MDR_11925366","MS",328,295,NA,NA,0,NA
"1485","470014702359","MDR_11928344","ES",309,270,NA,NA,0,NA
"1486","480017912724","MDR_11929221","ES",262,306,NA,NA,0,NA
"1487","360109506413","MDR_11934288","ES",92,706,NA,NA,1,NA
"1488","480025912947","MDR_11935505","MS",146,169,NA,NA,0,NA
"1489","064038013728","MDR_12030990","MS",144,144,722,705,0,1
"1490","120174008280","MDR_12031774","MS",1359,1359,1259,1276,0,0
"1491","370297003311","MDR_12032558","ES",169,190,NA,NA,0,NA
"1492","370297003315","MDR_12032584","HS",350,311,NA,NA,0,NA
"1493","490042001480","MDR_12035380","ES",1039,1039,NA,NA,0,NA
"1494","421689006078","MDR_12038227","MS",246,246,NA,NA,0,NA
"1495","390155405766","MDR_12039221","ES",208,208,NA,NA,0,NA
"1496","040089803393","MDR_12045062","MS",800,823,NA,NA,0,NA
"1497","040086603356","MDR_12099958","ES",555,558,NA,NA,0,NA
"1498","060216913485","MDR_12101393","HS",609,609,NA,NA,0,NA
"1499","490017401453","MDR_12102476","ES",460,448,NA,NA,0,NA
"1500","483585013174","MDR_12105076","ES",660,670,NA,NA,0,NA
"1501","261962008691","MDR_12107919","ES",84,142,NA,NA,0,NA
"1502","280258000499","MDR_12109618","MS",368,NA,293,260,NA,0
"1503","484653013375","MDR_12109785","ES",594,775,NA,NA,1,NA
"1504","482142013172","MDR_12113968","ES",106,149,NA,NA,0,NA
"1505","080345006666","MDR_12114687","MS",619,619,NA,NA,0,NA
"1506","120147008352","MDR_12114900","ES",962,962,1500,1500,0,1
"1507","480140913213","MDR_12115758","MS",429,532,NA,NA,1,NA
"1508","490018401489","MDR_12165674","MS",703,701,NA,NA,0,NA
"1509","470348001449","MDR_12169462","ES",342,378,356,357,0,0
"1510","040429003530","MDR_12170904","ES",991,1022,967,976,0,0
"1511","110003000149","MDR_12171609","MS",472,540,NA,NA,0,NA
"1512","480021113520","MDR_12173841","ES",349,677,NA,NA,1,NA
"1513","260111008797","MDR_12179807","ES",186,186,NA,NA,0,NA
"1514","290001703259","MDR_12180222","ES",300,297,466,461,0,1
"1515","100017000382","MDR_12225975","ES",647,703,550,610,0,0
"1516","061692014164","MDR_12226163","ES",832,832,NA,NA,0,NA
"1517","411317001851","MDR_12226292","MS",415,415,NA,NA,0,NA
"1518","120144008606","MDR_12230102","ES",1103,1103,NA,NA,0,NA
"1519","020060000761","MDR_12230516","ES",179,206,NA,NA,0,NA
"1520","530108003622","MDR_12231077","MS",395,392,NA,NA,0,NA
"1521","390437805946","MDR_12231390","HS",360,278,NA,NA,0,NA
"1522","120087008568","MDR_12231675","ES",883,1086,NA,NA,1,NA
"1523","120039008558","MDR_12231728","HS",117,136,NA,NA,0,NA
"1524","040386003552","MDR_12232502","MS",150,85,134,120,0,0
"1525","210387000989","MDR_12232784","HS",100,751,NA,NA,1,NA
"1526","370472003411","MDR_12233465","ES",735,761,NA,NA,0,NA
"1527","410198001860","MDR_12234770","ES",135,152,NA,NA,0,NA
"1528","080291006728","MDR_12235437","MS",474,770,NA,NA,1,NA
"1529","290001403222","MDR_12241527","ES",329,375,NA,NA,0,NA
"1530","400079602842","MDR_12241890","ES",371,371,NA,NA,0,NA
"1531","120039008514","MDR_12305434","ES",308,469,NA,NA,1,NA
"1532","062334013848","MDR_12306062","HS",46,37,NA,NA,0,NA
"1533","484365013639","MDR_12308230","MS",451,523,NA,NA,0,NA
"1534","060639014239","MDR_12309325","ES",750,798,835,830,0,0
"1535","480771013705","MDR_12309650","MS",1202,1246,NA,NA,0,NA
"1536","480021113739","MDR_12311689","ES",300,442,NA,NA,1,NA
"1537","450390101698","MDR_12312762","MS",273,257,303,285,0,0
"1538","280240001507","MDR_12317138","MS",152,152,NA,NA,0,NA
"1539","350017801138","MDR_12318455","ES",90,90,195,200,0,1
"1540","060243614343","MDR_12321775","ES",166,252,NA,NA,0,NA
"1541","040087703522","MDR_12321957","MS",500,305,980,980,1,1
"1542","120153008598","MDR_12322028","ES",610,626,NA,NA,0,NA
"1543","270043905072","MDR_12322339","ES",225,227,NA,NA,0,NA
"1544","370044603504","MDR_12361933","ES",450,442,NA,NA,0,NA
"1545","480027413842","MDR_12362717","ES",401,463,NA,NA,0,NA
"1546","490003001575","MDR_12365549","MS",1266,1238,NA,NA,0,NA
"1547","480771013696","MDR_12365616","HS",126,128,NA,NA,0,NA
"1548","260000508923","MDR_12365848","ES",162,162,NA,NA,0,NA
"1549","220153001488","MDR_12366622","HS",450,1491,NA,NA,1,NA
"1550","480146113593","MDR_12366787","MS",450,532,NA,NA,0,NA
"1551","551224001591","MDR_12366799","ES",213,476,243,242,1,1
"1552","060251514424","MDR_12366921","ES",36,36,NA,NA,0,NA
"1553","360010206706","MDR_12367614","ES",118,118,NA,NA,0,NA
"1554","291434003370","MDR_12367640","HS",220,NA,186,223,NA,0
"1555","130102004348","MDR_12371328","MS",467,467,310,315,0,1
"1556","400075302890","MDR_12372774","ES",504,504,471,454,0,0
"1557","450390901719","MDR_12374708","ES",100,59,NA,NA,0,NA
"1558","060228814348","MDR_12375831","ES",323,323,NA,NA,0,NA
"1559","120039008684","MDR_12376196","MS",350,374,NA,NA,0,NA
"1560","260112108906","MDR_12377449","ES",401,167,NA,NA,1,NA
"1561","130249003570","MDR_12377645","HS",400,841,NA,NA,1,NA
"1562","060173308715","MDR_12378027","HS",140,3185,128,116,1,1
"1563","390159105906","MDR_12378223","ES",103,165,NA,NA,0,NA
"1564","290057903345","MDR_12378912","MS",120,248,175,180,1,0
